entity:sample_id	hg19_RRBS_bai	hg19_RRBS_bam	hg19_hybrid_capture_bai	hg19_hybrid_capture_bam	hg19_raindance_bai	hg19_raindance_bam	hg19_targeted_bai	hg19_targeted_bam	hg38_rna_bai	hg38_rna_bam	hg38_wes_bai	hg38_wes_bam	hg38_wgs_bai	hg38_wgs_bam	mutect2_parquet_wes	mutect2_parquet_wgs	mutect2_vcf_wes	mutect2_vcf_wgs	participant	stripped_cell_line_name	wes_kit
ACH-000140	gs://cclebams/RRBS/G29750/Pfeiffer/v2/Pfeiffer.bai	gs://cclebams/RRBS/G29750/Pfeiffer/v2/Pfeiffer.bam	gs://cclebams/hybrid_capture/PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai	gs://cclebams/hybrid_capture/PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	gs://cclebams/raindance/G16640/Pfeiffer/current/Pfeiffer.bai	gs://cclebams/raindance/G16640/Pfeiffer/current/Pfeiffer.bam			gs://cclebams/rnasq_hg38/CDS-esAJqT.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-esAJqT.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-OEAx8K.hg38.bai	gs://cclebams/hg38_wes/CDS-OEAx8K.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/9a4a83c03a194bf7930894e2e9f086b1-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-OEAx8K_fixed.vcf.gz		ACH-000140	PFEIFFER	AGILENT
ACH-000141	gs://cclebams/RRBS/G29750/SNU-308/v2/SNU-308.bai	gs://cclebams/RRBS/G29750/SNU-308/v2/SNU-308.bam	gs://cclebams/hybrid_capture/SNU308_BILIARY_TRACT.bai	gs://cclebams/hybrid_capture/SNU308_BILIARY_TRACT.bam	gs://cclebams/raindance/G16640/SNU-308/current/SNU-308.bai	gs://cclebams/raindance/G16640/SNU-308/current/SNU-308.bam			gs://cclebams/rnasq_hg38/CDS-cr25w2.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-cr25w2.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-TCQUoW.hg38.bai	gs://cclebams/hg38_wes/CDS-TCQUoW.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/d4e35a8fea044b718fabd15f060ace52-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-TCQUoW_fixed.vcf.gz		ACH-000141	SNU308	AGILENT
ACH-000142	gs://cclebams/RRBS/G29750/CAL-29/v1/CAL-29.bai	gs://cclebams/RRBS/G29750/CAL-29/v1/CAL-29.bam	gs://cclebams/hybrid_capture/CAL29_URINARY_TRACT.bai	gs://cclebams/hybrid_capture/CAL29_URINARY_TRACT.bam	gs://cclebams/raindance/G16640/CAL-29/current/CAL-29.bai	gs://cclebams/raindance/G16640/CAL-29/current/CAL-29.bam			gs://cclebams/rnasq_hg38/CDS-VTMfxy.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-VTMfxy.Aligned.sortedByCoord.out.bam									ACH-000142	CAL29	
ACH-000143									gs://cclebams/rnasq_hg38/CDS-vQfo3A.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-vQfo3A.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-sX293V.hg38.bai	gs://cclebams/hg38_wes/CDS-sX293V.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/bbb050b14b4343aeaf7f0bda727a9c6e-0.parquet"",""gs://ccle-mutation/mutect2_parquet/c809c46f8b8c4bd1860ba9251f7676c2-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-sX293V_fixed.vcf.gz		ACH-000143	HCC2429	ICE
ACH-000144	gs://cclebams/RRBS/G29750/RERF-GC-1B/v1/RERF-GC-1B.bai	gs://cclebams/RRBS/G29750/RERF-GC-1B/v1/RERF-GC-1B.bam	gs://cclebams/hybrid_capture/RERFGC1B_STOMACH.bai	gs://cclebams/hybrid_capture/RERFGC1B_STOMACH.bam	gs://cclebams/raindance/G16640/RERF-GC-1B/current/RERF-GC-1B.bai	gs://cclebams/raindance/G16640/RERF-GC-1B/current/RERF-GC-1B.bam			gs://cclebams/rnasq_hg38/CDS-gmQX9E.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-gmQX9E.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-Mcdv5p.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-Mcdv5p.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/1c40cf8dc4fa487c87aa0fabbd7077de-0.parquet"",""gs://ccle-mutation/mutect2_parquet/31201f5bde5d49db8656b21d33a751e7-0.parquet"",""gs://ccle-mutation/mutect2_parquet/36819acaa59842b592222f42ad864008-0.parquet"",""gs://ccle-mutation/mutect2_parquet/3cea21591a724864a1f0231080039464-0.parquet"",""gs://ccle-mutation/mutect2_parquet/4621dfcb51eb4257a202ac38f2d980f9-0.parquet"",""gs://ccle-mutation/mutect2_parquet/5d40383c37b84398bfe6bd9ce9402962-0.parquet"",""gs://ccle-mutation/mutect2_parquet/b0d94890332c47ccb9bc7027b04f56f7-0.parquet"",""gs://ccle-mutation/mutect2_parquet/ef00bfb24b584881a4db8930f5d24855-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-Mcdv5p_fixed.vcf.gz	ACH-000144	RERFGC1B	
ACH-000145	gs://cclebams/RRBS/G29750/SK-LMS-1/v3/SK-LMS-1.bai	gs://cclebams/RRBS/G29750/SK-LMS-1/v3/SK-LMS-1.bam	gs://cclebams/hybrid_capture/SKLMS1_SOFT_TISSUE.bai	gs://cclebams/hybrid_capture/SKLMS1_SOFT_TISSUE.bam	gs://cclebams/raindance/G16640/SK-LMS-1/current/SK-LMS-1.bai	gs://cclebams/raindance/G16640/SK-LMS-1/current/SK-LMS-1.bam			gs://cclebams/rnasq_hg38/CDS-NNn4Nv.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-NNn4Nv.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-7UJrWv.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-7UJrWv.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/2b85048dd3e542afb318b57c5da75894-0.parquet"",""gs://ccle-mutation/mutect2_parquet/371aec5dabcc41bbb398ac5c0f505676-0.parquet"",""gs://ccle-mutation/mutect2_parquet/56c08340fed845198bf802fc8d5baba6-0.parquet"",""gs://ccle-mutation/mutect2_parquet/85a6f05157424793be0173190e2195d8-0.parquet"",""gs://ccle-mutation/mutect2_parquet/86f2b5ec77d94730aef13829f2221a59-0.parquet"",""gs://ccle-mutation/mutect2_parquet/ac3b55570c1a4b8e94cd0d46f712a3e0-0.parquet"",""gs://ccle-mutation/mutect2_parquet/da7f849512c7440b974e3a94e3ea7b0b-0.parquet"",""gs://ccle-mutation/mutect2_parquet/f8722d609f29457eae5c466a1d06c645-0.parquet"",""gs://ccle-mutation/mutect2_parquet/ff12127f4ade46a9b7a6e8ed0438e98e-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-7UJrWv_fixed.vcf.gz	ACH-000145	SKLMS1	
ACH-000146	gs://cclebams/RRBS/G29750/THP-1/v1/THP-1.bai	gs://cclebams/RRBS/G29750/THP-1/v1/THP-1.bam	gs://cclebams/hybrid_capture/THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai	gs://cclebams/hybrid_capture/THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	gs://cclebams/raindance/G16640/THP-1/current/THP-1.bai	gs://cclebams/raindance/G16640/THP-1/current/THP-1.bam			gs://cclebams/rnasq_hg38/CDS-NUS68d.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-NUS68d.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-xdd3jw.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-xdd3jw.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/402cf3d613834593abc2598b599d28ee-0.parquet"",""gs://ccle-mutation/mutect2_parquet/84a29b7811c0407686a1c9b48d15a454-0.parquet"",""gs://ccle-mutation/mutect2_parquet/8f358474fe9b4693a558f7a6fa41867c-0.parquet"",""gs://ccle-mutation/mutect2_parquet/a6bffdb9712c46bdbefff7a92eb242da-0.parquet"",""gs://ccle-mutation/mutect2_parquet/afaada584b6e49b1ad4a671f82cc813b-0.parquet"",""gs://ccle-mutation/mutect2_parquet/b5f4d624aa7f4ffcb8f7ea75b4453082-0.parquet"",""gs://ccle-mutation/mutect2_parquet/df1a49df9cd444a89d721971be5d0ce5-0.parquet"",""gs://ccle-mutation/mutect2_parquet/f08ff984139946a2afbbe405e43ec795-0.parquet"",""gs://ccle-mutation/mutect2_parquet/f71c1632ca014d09a17253dbbfeadf55-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-xdd3jw_fixed.vcf.gz	ACH-000146	THP1	
ACH-000147	gs://cclebams/RRBS/G29750/T-47D/v2/T-47D.bai	gs://cclebams/RRBS/G29750/T-47D/v2/T-47D.bam	gs://cclebams/hybrid_capture/T47D_BREAST.bai	gs://cclebams/hybrid_capture/T47D_BREAST.bam	gs://cclebams/raindance/G16640/T-47D/current/T-47D.bai	gs://cclebams/raindance/G16640/T-47D/current/T-47D.bam			gs://cclebams/rnasq_hg38/CDS-h8I4ZA.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-h8I4ZA.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-z4iqqK.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-z4iqqK.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/1e89c06f58654b6a9f1d9ef37a84c8a9-0.parquet"",""gs://ccle-mutation/mutect2_parquet/35c34e039463488e9a9b27ddafa32284-0.parquet"",""gs://ccle-mutation/mutect2_parquet/3d04fae3696342dfb6f2ea32bce72a38-0.parquet"",""gs://ccle-mutation/mutect2_parquet/6722ecd7b05544659c7bd88f7eeaaa7b-0.parquet"",""gs://ccle-mutation/mutect2_parquet/a612ac10fa774ed9b920c0bf2904ebdc-0.parquet"",""gs://ccle-mutation/mutect2_parquet/af00eb70b5b24005a7e2d9abba4e6d17-0.parquet"",""gs://ccle-mutation/mutect2_parquet/cfa13c1826914cad80b5adcfe6196ba1-0.parquet"",""gs://ccle-mutation/mutect2_parquet/d41396ff99924a978760c7a8f5ab9780-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-z4iqqK_fixed.vcf.gz	ACH-000147	T47D	
ACH-000148	gs://cclebams/RRBS/G29750/Hs_578T/v2/Hs_578T.bai	gs://cclebams/RRBS/G29750/Hs_578T/v2/Hs_578T.bam	gs://cclebams/hybrid_capture/HS578T_BREAST.bai	gs://cclebams/hybrid_capture/HS578T_BREAST.bam	gs://cclebams/raindance/G16640/Hs_578T/current/Hs_578T.bai	gs://cclebams/raindance/G16640/Hs_578T/current/Hs_578T.bam			gs://cclebams/rnasq_hg38/CDS-Htp24l.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-Htp24l.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-vVZT9l.hg38.bai	gs://cclebams/hg38_wes/CDS-vVZT9l.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/82bce16dfc8246469f7872cefea21563-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-vVZT9l_fixed.vcf.gz		ACH-000148	HS578T	AGILENT
ACH-000149	gs://cclebams/RRBS/G29750/SK-N-SH/v2/SK-N-SH.bai	gs://cclebams/RRBS/G29750/SK-N-SH/v2/SK-N-SH.bam	gs://cclebams/hybrid_capture/SKNSH_AUTONOMIC_GANGLIA.bai	gs://cclebams/hybrid_capture/SKNSH_AUTONOMIC_GANGLIA.bam	gs://cclebams/raindance/G16640/SK-N-SH/current/SK-N-SH.bai	gs://cclebams/raindance/G16640/SK-N-SH/current/SK-N-SH.bam			gs://cclebams/rnasq_hg38/CDS-VN5UD2.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-VN5UD2.Aligned.sortedByCoord.out.bam									ACH-000149	SKNSH	
ACH-000150	gs://cclebams/RRBS/G29750/HCC2935/v3/HCC2935.bai	gs://cclebams/RRBS/G29750/HCC2935/v3/HCC2935.bam	gs://cclebams/hybrid_capture/HCC2935_LUNG.bai	gs://cclebams/hybrid_capture/HCC2935_LUNG.bam	gs://cclebams/raindance/G16640/HCC2935/current/HCC2935.bai	gs://cclebams/raindance/G16640/HCC2935/current/HCC2935.bam	gs://cclebams/targeted/C1926/HCC2935/current/HCC2935.bai	gs://cclebams/targeted/C1926/HCC2935/current/HCC2935.bam	gs://cclebams/rnasq_hg38/CDS-qJ7COw.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-qJ7COw.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-Pc3M1p.hg38.bai	gs://cclebams/hg38_wes/CDS-Pc3M1p.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/d6c1314c97654922aed887ddf37f27ea-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-Pc3M1p_fixed.vcf.gz		ACH-000150	HCC2935	AGILENT
ACH-000151	gs://cclebams/RRBS/G29750/JM1/v2/JM1.bai	gs://cclebams/RRBS/G29750/JM1/v2/JM1.bam	gs://cclebams/hybrid_capture/JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai	gs://cclebams/hybrid_capture/JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	gs://cclebams/raindance/G16640/JM1/current/JM1.bai	gs://cclebams/raindance/G16640/JM1/current/JM1.bam			gs://cclebams/rnasq_hg38/CDS-rl2zjr.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-rl2zjr.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-rJmCVg.hg38.bai	gs://cclebams/hg38_wes/CDS-rJmCVg.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/b2f439983be04fc9b7f6a3128d9fe6b9-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-rJmCVg_fixed.vcf.gz		ACH-000151	JM1	AGILENT
ACH-000152	gs://cclebams/RRBS/M059K/current/M059K.bai	gs://cclebams/RRBS/M059K/current/M059K.bam	gs://cclebams/hybrid_capture/M059K_CENTRAL_NERVOUS_SYSTEM.bai	gs://cclebams/hybrid_capture/M059K_CENTRAL_NERVOUS_SYSTEM.bam	gs://cclebams/raindance/M059K.bai	gs://cclebams/raindance/M059K.bam			gs://cclebams/rnasq_hg38/CDS-rBpvdB.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-rBpvdB.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-QV17rM.hg38.bai	gs://cclebams/hg38_wes/CDS-QV17rM.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/358b0eac61d54dceab57bb609247871c-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-QV17rM_fixed.vcf.gz		ACH-000152	M059K	ICE
ACH-000153	gs://cclebams/RRBS/G29750/NCI-H2052/v2/NCI-H2052.bai	gs://cclebams/RRBS/G29750/NCI-H2052/v2/NCI-H2052.bam	gs://cclebams/hybrid_capture/NCI-H2052.merged.bai	gs://cclebams/hybrid_capture/NCI-H2052.merged.bam	gs://cclebams/raindance/G16640/NCI-H2052/current/NCI-H2052.bai	gs://cclebams/raindance/G16640/NCI-H2052/current/NCI-H2052.bam			gs://cclebams/rnasq_hg38/CDS-DVVzkU.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-DVVzkU.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-iDaiWQ.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-iDaiWQ.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/19d7a576d32344ac9a7a8ed82fa8cee9-0.parquet"",""gs://ccle-mutation/mutect2_parquet/1e1aec2070aa4d548e4d45fe93756664-0.parquet"",""gs://ccle-mutation/mutect2_parquet/37aa409bd5a9434fbc4d801ee64014ce-0.parquet"",""gs://ccle-mutation/mutect2_parquet/49c10d01546a4f68b2236f82965f3637-0.parquet"",""gs://ccle-mutation/mutect2_parquet/8384174787f248cf853a733e7978daae-0.parquet"",""gs://ccle-mutation/mutect2_parquet/b98e57217dbb44a2b8fa87d2aa809ed3-0.parquet"",""gs://ccle-mutation/mutect2_parquet/ca3a59e6cc7d4f4da211499e8bd7201a-0.parquet"",""gs://ccle-mutation/mutect2_parquet/dd690802b44e42219e332042f315e8c7-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-iDaiWQ_fixed.vcf.gz	ACH-000153	NCIH2052	
ACH-000154	gs://cclebams/RRBS/G29750/Hs_888.T/v1/Hs_888.T.bai	gs://cclebams/RRBS/G29750/Hs_888.T/v1/Hs_888.T.bam	gs://cclebams/hybrid_capture/HS888T_BONE.bai	gs://cclebams/hybrid_capture/HS888T_BONE.bam	gs://cclebams/raindance/G16640/Hs_888.T/current/Hs_888.T.bai	gs://cclebams/raindance/G16640/Hs_888.T/current/Hs_888.T.bam			gs://cclebams/rnasq_hg38/CDS-0xpmQP.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-0xpmQP.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-hQJxYd.hg38.bai	gs://cclebams/hg38_wes/CDS-hQJxYd.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/95f668aa3b044f85b7a84e10634c9818-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-hQJxYd_fixed.vcf.gz		ACH-000154	HS888T	AGILENT
ACH-000155	gs://cclebams/RRBS/G29750/SW_1990/v1/SW_1990.bai	gs://cclebams/RRBS/G29750/SW_1990/v1/SW_1990.bam	gs://cclebams/hybrid_capture/SW1990_PANCREAS.bai	gs://cclebams/hybrid_capture/SW1990_PANCREAS.bam	gs://cclebams/raindance/G16640/SW_1990/current/SW_1990.bai	gs://cclebams/raindance/G16640/SW_1990/current/SW_1990.bam			gs://cclebams/rnasq_hg38/CDS-N5VrW8.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-N5VrW8.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-GrDdnW.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-GrDdnW.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/14eaef885f204f04882a5e5ec6c1ab21-0.parquet"",""gs://ccle-mutation/mutect2_parquet/413be181d00749b4af8a9d827b4f9d56-0.parquet"",""gs://ccle-mutation/mutect2_parquet/5427a2de297549f6bc800e507ee34bd9-0.parquet"",""gs://ccle-mutation/mutect2_parquet/b26d7dd3c5764bc6a9d96b393035dd66-0.parquet"",""gs://ccle-mutation/mutect2_parquet/cb3c0690172a438dade8efe916a1a201-0.parquet"",""gs://ccle-mutation/mutect2_parquet/e343b86a5fea4b5bab7366fda87f3442-0.parquet"",""gs://ccle-mutation/mutect2_parquet/e44771c24c2d44d1b1d20846d46e1500-0.parquet"",""gs://ccle-mutation/mutect2_parquet/e89928620ce64630ae3b6b847f3751fe-0.parquet"",""gs://ccle-mutation/mutect2_parquet/f1d10dcb858a49e3b6c8481dd264b341-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-GrDdnW_fixed.vcf.gz	ACH-000155	SW1990	
ACH-000156	gs://cclebams/RRBS/G29750/MHH-CALL-4/v2/MHH-CALL-4.bai	gs://cclebams/RRBS/G29750/MHH-CALL-4/v2/MHH-CALL-4.bam	gs://cclebams/hybrid_capture/MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai	gs://cclebams/hybrid_capture/MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	gs://cclebams/raindance/G16640/MHH-CALL-4/current/MHH-CALL-4.bai	gs://cclebams/raindance/G16640/MHH-CALL-4/current/MHH-CALL-4.bam			gs://cclebams/rnasq_hg38/CDS-eH4zZM.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-eH4zZM.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-eNEXa8.hg38.bai	gs://cclebams/hg38_wes/CDS-eNEXa8.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/5a4e24552a614ce5a0be35ce25cd98fe-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-eNEXa8_fixed.vcf.gz		ACH-000156	MHHCALL4	AGILENT
ACH-000157	gs://cclebams/RRBS/G29750/A4_Fuk/v2/A4_Fuk.bai	gs://cclebams/RRBS/G29750/A4_Fuk/v2/A4_Fuk.bam	gs://cclebams/hybrid_capture/A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai	gs://cclebams/hybrid_capture/A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam					gs://cclebams/rnasq_hg38/CDS-oIlkuD.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-oIlkuD.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-HbJiG3.hg38.bai	gs://cclebams/hg38_wes/CDS-HbJiG3.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/490f11d4d3fc4fc4b99591863c631e12-0.parquet"",""gs://ccle-mutation/mutect2_parquet/ab70bc60b4c14841adfd4a63892f872a-0.parquet"",""gs://ccle-mutation/mutect2_parquet/b4ab06b08157434696fd016e7424a10f-0.parquet"",""gs://ccle-mutation/mutect2_parquet/c3a730837571483cb0e8c95ad5dac6e1-0.parquet"",""gs://ccle-mutation/mutect2_parquet/f70f525f1f344cd98ab63eef1300df14-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-HbJiG3_fixed.vcf.gz		ACH-000157	A4FUK	ICE
ACH-000158	gs://cclebams/RRBS/G29750/OCI-LY3/v2/OCI-LY3.bai	gs://cclebams/RRBS/G29750/OCI-LY3/v2/OCI-LY3.bam	gs://cclebams/hybrid_capture/OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai	gs://cclebams/hybrid_capture/OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam					gs://cclebams/rnasq_hg38/CDS-C08u39.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-C08u39.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-d8Emkc.hg38.bai	gs://cclebams/hg38_wes/CDS-d8Emkc.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/f2d3bf8b1de64aeab110677afd96b5fa-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-d8Emkc_fixed.vcf.gz		ACH-000158	OCILY3	AGILENT
ACH-000159	gs://cclebams/RRBS/G29750/OS-RC-2/v1/OS-RC-2.bai	gs://cclebams/RRBS/G29750/OS-RC-2/v1/OS-RC-2.bam	gs://cclebams/hybrid_capture/OSRC2_KIDNEY.bai	gs://cclebams/hybrid_capture/OSRC2_KIDNEY.bam	gs://cclebams/raindance/G16640/OS-RC-2/current/OS-RC-2.bai	gs://cclebams/raindance/G16640/OS-RC-2/current/OS-RC-2.bam			gs://cclebams/rnasq_hg38/CDS-kZ0HGc.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-kZ0HGc.Aligned.sortedByCoord.out.bam			gs://cclebams/wgs_hg38/CDS-reBZQ5.wgs_ccle.bai	gs://cclebams/wgs_hg38/CDS-reBZQ5.wgs_ccle.bam		"[""gs://ccle-mutation/mutect2_parquet/2b90995845db4aaeb70a2f82e1c8bf79-0.parquet"",""gs://ccle-mutation/mutect2_parquet/2f428b4de9eb4f508eb91e452e051c30-0.parquet"",""gs://ccle-mutation/mutect2_parquet/35fe3f13fdb243f8a00a22fec5d24182-0.parquet"",""gs://ccle-mutation/mutect2_parquet/a62ea7bb9bf64e2f9fc5c071bd0ddc4c-0.parquet"",""gs://ccle-mutation/mutect2_parquet/b557085b0e80454ea102b66c71318eb1-0.parquet"",""gs://ccle-mutation/mutect2_parquet/edcfb42a07dc449dbcf6318942bbf581-0.parquet"",""gs://ccle-mutation/mutect2_parquet/ee4312dd8df9403c9e31b4d9be524e47-0.parquet"",""gs://ccle-mutation/mutect2_parquet/fb0fd93685b143c0a7464baef43533a6-0.parquet"",""gs://ccle-mutation/mutect2_parquet/fb9701451ea8492b905a742c99ff5ba5-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-reBZQ5_fixed.vcf.gz	ACH-000159	OSRC2	
ACH-000160									gs://cclebams/rnasq_hg38/CDS-Fdc1AO.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-Fdc1AO.Aligned.sortedByCoord.out.bam	gs://cclebams/hg38_wes/CDS-L7Z07J.hg38.bai	gs://cclebams/hg38_wes/CDS-L7Z07J.hg38.bam			"[""gs://ccle-mutation/mutect2_parquet/5a53ce2de9ea4bbc9f7285af0eb66648-0.parquet"",""gs://ccle-mutation/mutect2_parquet/debb8fb7b4a145a08c2dc8c8d4198ef3-0.parquet"",""gs://ccle-mutation/mutect2_parquet/f1f2561dcb6e41eb8e3e79eb9c8cb471-0.parquet""]"		gs://ccle-mutation/mutect2_vcf/CDS-L7Z07J_fixed.vcf.gz		ACH-000160	BT12	ICE
ACH-000161	gs://cclebams/RRBS/G29750/COR-L105/v1/COR-L105.bai	gs://cclebams/RRBS/G29750/COR-L105/v1/COR-L105.bam	gs://cclebams/hybrid_capture/COR-L105.bai	gs://cclebams/hybrid_capture/COR-L105.bam			gs://cclebams/targeted/C1926/COR-L105/current/COR-L105.bai	gs://cclebams/targeted/C1926/COR-L105/current/COR-L105.bam	gs://cclebams/rnasq_hg38/CDS-gFfmYf.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-gFfmYf.Aligned.sortedByCoord.out.bam									ACH-000161	CORL105	
ACH-000162	gs://cclebams/RRBS/G29750/GA-10/v2/GA-10.bai	gs://cclebams/RRBS/G29750/GA-10/v2/GA-10.bam	gs://cclebams/hybrid_capture/GA-10.bai	gs://cclebams/hybrid_capture/GA-10.bam	gs://cclebams/raindance/G16640/GA-10/current/GA-10.bai	gs://cclebams/raindance/G16640/GA-10/current/GA-10.bam			gs://cclebams/rnasq_hg38/CDS-TbE6Fm.Aligned.sortedByCoord.out.bam.bai	gs://cclebams/rnasq_hg38/CDS-TbE6Fm.Aligned.sortedByCoord.out.bam									ACH-000162	GA10	
